error_count,complexity_score,past_score,cognitive_state,rule_id,label_source,rater
3,6,54,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,9,59,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,2,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,4,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,84,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,3,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,1,25,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,8,74,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,3,90,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,68,High Cognitive Load,R5,rubric,cognitive_rubric.v1
1,9,89,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,3,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,8,77,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,4,15,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,6,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,8,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,9,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,6,60,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,3,48,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,9,57,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,8,56,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,14,36,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,4,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,20,70,High Cognitive Load,R7,rubric,cognitive_rubric.v1
3,3,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,8,55,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,5,88,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,6,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,1,22,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,11,53,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,6,20,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,10,87,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,62,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,5,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,13,49,High Cognitive Load,R7,rubric,cognitive_rubric.v1
2,6,86,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,2,53,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,5,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,4,50,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,6,32,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,2,51,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
3,3,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,6,91,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,8,67,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,12,23,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,5,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,65,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,2,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,9,49,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,5,80,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,9,50,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,2,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,5,82,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,5,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,65,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,3,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,49,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,62,High Cognitive Load,R5,rubric,cognitive_rubric.v1
2,3,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,7,58,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,5,93,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,20,54,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
5,11,56,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
3,4,54,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,4,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,6,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,5,73,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,7,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,5,52,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,11,40,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
3,3,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,16,66,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,8,60,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,7,73,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
5,9,22,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
5,6,80,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,2,32,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,11,36,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,14,54,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,2,27,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,5,51,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
6,8,36,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
4,3,45,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,20,53,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,7,55,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,4,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,12,51,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,9,70,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,12,42,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
4,10,81,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,1,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,9,53,High Cognitive Load,R6,rubric,cognitive_rubric.v1
6,9,31,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,9,24,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,8,61,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,2,80,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,32,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,1,48,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,7,67,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,5,33,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,7,46,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,4,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,1,75,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,7,67,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,2,21,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,7,81,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,3,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,9,43,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,8,33,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,4,26,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,3,2,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,5,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,4,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,72,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,5,0,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,67,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,2,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,5,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,4,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,1,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,5,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,1,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,85,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,5,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,9,61,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,4,89,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,5,57,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,12,89,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,7,81,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,6,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,4,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,4,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,14,55,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,12,68,High Cognitive Load,R7,rubric,cognitive_rubric.v1
2,4,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,54,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,12,78,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,4,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
7,20,77,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,1,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,20,62,High Cognitive Load,R7,rubric,cognitive_rubric.v1
6,7,39,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,3,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,10,75,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,8,85,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
5,9,20,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,10,42,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,8,49,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,5,72,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,4,94,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,8,42,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,4,33,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,8,65,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,8,49,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,3,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,2,57,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,9,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,18,59,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,3,83,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,6,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,10,70,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,16,62,High Cognitive Load,R7,rubric,cognitive_rubric.v1
3,5,64,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,8,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,52,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,2,69,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,6,46,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,4,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,12,62,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,15,60,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,14,87,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,11,68,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,8,46,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,6,33,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,3,59,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,7,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,8,60,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,14,34,High Cognitive Load,R7,rubric,cognitive_rubric.v1
2,2,76,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,4,9,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,8,64,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,6,59,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,5,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,56,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,3,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,8,71,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
5,5,14,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,2,51,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,3,89,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,20,59,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,3,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,97,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,9,81,High Cognitive Load,R5,rubric,cognitive_rubric.v1
3,9,89,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,1,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,1,12,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,7,17,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,2,45,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,2,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,4,65,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,4,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,4,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,79,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,20,80,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,1,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,3,62,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,7,31,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,7,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,60,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
6,8,42,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
3,9,48,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,3,90,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,8,69,High Cognitive Load,R5,rubric,cognitive_rubric.v1
4,7,83,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,4,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,8,44,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,1,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,8,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,14,27,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,7,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,9,96,High Cognitive Load,R5,rubric,cognitive_rubric.v1
2,5,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,13,71,High Cognitive Load,R7,rubric,cognitive_rubric.v1
4,9,50,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,5,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,8,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,69,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,12,64,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,6,72,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,17,56,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,6,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,58,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,12,91,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,18,37,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,3,23,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,26,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,7,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,6,74,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,8,87,High Cognitive Load,R6,rubric_coverage_topup,cognitive_rubric.v1
2,19,70,High Cognitive Load,R7,rubric,cognitive_rubric.v1
1,4,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,15,36,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,2,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,6,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,10,53,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,18,61,High Cognitive Load,R7,rubric,cognitive_rubric.v1
1,4,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,1,48,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
1,9,44,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,3,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,3,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,83,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,53,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,4,90,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,8,42,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,9,55,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,14,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,14,67,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,9,75,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,3,26,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,4,78,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,4,47,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,8,26,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,10,45,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,20,71,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,9,39,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,3,71,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,2,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,8,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,6,21,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,1,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,20,75,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,18,57,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,2,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,2,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,15,89,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,6,20,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,2,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,11,69,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,8,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,12,31,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,1,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,10,42,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,1,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,62,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,3,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,13,54,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,4,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,7,79,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,18,45,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,6,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,18,40,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,8,27,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,9,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
6,18,41,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,7,35,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,3,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,10,58,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,8,16,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,3,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,7,32,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,5,67,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,6,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,4,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,8,59,High Cognitive Load,R6,rubric_coverage_topup,cognitive_rubric.v1
7,20,48,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
1,5,84,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,2,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,3,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,1,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,8,77,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,4,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,61,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
7,20,61,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,5,45,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
6,20,40,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
1,6,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,2,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,88,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,13,16,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,8,96,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,11,62,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,4,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,6,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,20,33,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,20,56,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,8,75,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
8,8,62,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,2,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,10,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,9,64,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,2,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,7,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,50,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,11,46,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,4,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,91,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,20,70,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,7,30,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,80,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,19,82,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,5,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,8,59,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,2,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,3,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
6,8,20,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,1,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,7,81,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,4,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,64,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,2,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,54,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,15,56,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
5,9,72,High Cognitive Load,R5,rubric,cognitive_rubric.v1
3,1,24,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,2,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,9,67,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,9,25,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,18,67,High Cognitive Load,R4,rubric,cognitive_rubric.v1
